UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
375,L50190,L,299.7,308.9,1583,68.5,27,1,0,0,1,0,0
376,L50191,L,299.7,308.9,1567,25.0,29,0,0,0,0,0,0
377,H70070,H,299.7,308.8,1741,41.6,34,0,0,0,0,0,0
378,L50192,L,299.7,308.8,1646,43.8,36,0,0,0,0,0,0
379,L50193,L,299.8,308.9,1589,45.1,38,0,0,0,0,0,0
380,M10117,M,299.8,308.9,1702,30.3,41,0,0,0,0,0,0
381,M10118,M,299.8,308.9,1541,45.2,44,0,0,0,0,0,0
382,H70071,H,299.8,308.9,1181,34.7,49,0,0,0,0,0,0
383,M10119,M,299.8,309.0,1645,25.7,52,0,0,0,0,0,0
384,L50194,L,299.9,309.0,1430,49.5,54,0,0,0,0,0,0
385,L50195,L,299.9,309.0,1494,46.6,56,0,0,0,0,0,0
386,H70072,H,299.9,309.0,1554,30.3,61,0,0,0,0,0,0
387,M10120,M,299.9,309.0,1788,34.6,64,0,0,0,0,0,0
388,H70073,H,300.0,308.2,1565,34.2,69,0,0,0,0,0,0
389,L50196,L,300.0,309.1,1382,23.6,71,1,0,0,1,0,0
390,H70074,H,300.0,309.1,1711,47.6,76,0,0,0,0,0,0
391,M10121,M,300.0,309.1,1685,48.0,79,0,0,0,0,0,0
392,L50197,L,300.0,309.0,1641,36.7,81,0,0,0,0,0,0
393,M10122,M,300.0,309.0,1275,39.7,84,0,0,0,0,0,0
394,M10123,M,299.9,309.0,1660,41.1,87,0,0,0,0,0,0
395,L50198,L,299.9,309.0,1827,42.4,89,0,0,0,0,0,0
396,L50199,L,299.9,309.0,1757,26.5,91,0,0,0,0,0,0
397,H70075,H,299.9,309.0,1685,44.9,96,0,0,0,0,0,0
398,L50200,L,299.9,309.0,1915,28.2,98,0,0,0,0,0,0
399,L50201,L,299.9,309.0,1640,46.8,100,0,0,0,0,0,0
400,L50202,L,299.9,309.0,1809,29.4,102,0,0,0,0,0,0
401,L50203,L,299.9,309.0,2181,27.0,104,0,0,0,0,0,0
402,H70076,H,299.9,309.0,1693,39.7,109,0,0,0,0,0,0
403,M10124,M,299.8,309.0,1566,39.5,112,0,0,0,0,0,0
404,L50204,L,299.8,309.0,1543,41.0,114,0,0,0,0,0,0
405,H70077,H,299.8,309.0,1650,31.1,119,0,0,0,0,0,0
406,H70078,H,299.8,309.1,1719,42.0,124,0,0,0,0,0,0
407,L50205,L,299.8,309.0,1710,43.0,126,0,0,0,0,0,0
408,H70079,H,299.8,309.0,1709,51.7,131,1,0,0,1,0,0
409,L50206,L,299.8,309.0,1639,41.9,133,0,0,0,0,0,0
410,H70080,H,299.8,309.0,1730,34.0,138,0,0,0,0,0,0
411,M10125,M,299.7,308.9,1769,26.5,141,0,0,0,0,0,0
412,M10126,M,299.7,308.9,1720,24.7,144,0,0,0,0,0,0
413,L50207,L,299.7,308.9,1604,43.2,146,0,0,0,0,0,0
414,H70081,H,299.7,309.0,1475,47.9,151,0,0,0,0,0,0
415,L50208,L,299.7,309.0,1683,31.1,153,0,0,0,0,0,0
416,L50209,L,299.7,308.9,1627,42.6,155,0,0,0,0,0,0
417,L50210,L,299.7,308.9,1761,38.3,157,0,0,0,0,0,0
418,M10127,M,299.7,308.9,1724,47.2,160,0,0,0,0,0,0
419,L50211,L,299.7,308.9,1618,48.7,162,0,0,0,0,0,0
420,H70082,H,299.7,308.9,1954,17.3,167,0,0,0,0,0,0
421,M10128,M,299.7,308.8,1613,50.3,170,0,0,0,0,0,0
422,L50212,L,299.7,308.8,1730,42.5,172,0,0,0,0,0,0
423,L50213,L,299.8,309.0,1669,34.7,174,0,0,0,0,0,0
424,L50214,L,299.7,308.9,1574,35.0,176,0,0,0,0,0,0
425,M10129,M,299.8,308.9,1610,40.3,179,0,0,0,0,0,0
426,H70083,H,299.7,308.9,1809,35.0,184,0,0,0,0,0,0
427,L50215,L,299.7,308.9,1675,30.6,186,0,0,0,0,0,0
428,H70084,H,299.8,308.9,1645,32.9,191,0,0,0,0,0,0
429,L50216,L,299.8,308.9,1704,29.6,193,0,0,0,0,0,0
430,H70085,H,299.8,308.9,1545,53.5,198,0,0,0,0,0,0
431,H70086,H,299.7,308.9,1755,40.6,203,0,0,0,0,0,0
432,M10130,M,299.7,308.9,1703,62.5,206,1,0,0,1,1,0
433,M10131,M,299.7,308.9,1631,43.7,209,0,0,0,0,0,0
434,H70087,H,299.7,308.9,1668,45.9,214,0,0,0,0,0,0
435,L50217,L,299.6,308.8,1793,29.4,216,0,0,0,0,0,0
436,L50218,L,299.7,308.9,1671,37.8,218,0,0,0,0,0,0
437,L50219,L,299.7,308.9,1567,40.7,220,1,1,0,0,0,0
438,M10132,M,299.6,308.9,1646,33.6,223,0,0,0,0,0,0
439,M10133,M,299.7,308.9,1711,35.4,226,1,1,0,0,0,0
440,M10134,M,299.7,308.9,1664,44.2,229,0,0,0,0,0,0
441,H70088,H,299.7,308.9,1466,44.4,234,0,0,0,0,0,0
442,L50220,L,299.6,308.8,1680,26.6,236,0,0,0,0,0,0
443,M10135,M,299.6,308.8,1569,42.8,239,0,0,0,0,0,0
444,L50221,L,299.6,308.8,1701,45.5,241,0,0,0,0,0,0
445,L50222,L,299.6,308.8,1618,34.1,243,0,0,0,0,0,0
446,M10136,M,299.6,308.8,1644,33.1,246,0,0,0,0,0,0
447,H70089,H,299.6,308.8,1582,44.4,251,0,0,0,0,0,0
448,M10137,M,299.6,308.8,1855,14.3,16,1,0,0,1,0,0
449,L50223,L,299.5,308.7,1737,40.0,18,0,0,0,0,0,0
450,M10138,M,299.5,308.7,1609,56.3,21,1,0,0,1,0,0
451,L50224,L,299.6,308.7,1885,14.0,23,1,0,0,1,0,0
452,H70090,H,299.6,308.8,1718,48.2,28,0,0,0,0,0,0
453,M10139,M,299.6,308.8,1459,45.4,31,0,0,0,0,0,0
454,L50225,L,299.6,308.7,1778,25.6,33,0,0,0,0,0,0
455,L50226,L,299.6,308.8,1590,45.2,35,0,0,0,0,0,0
456,L50227,L,299.6,308.8,1485,50.0,37,0,0,0,0,0,0
457,H70091,H,299.6,308.8,1332,28.2,42,0,0,0,0,0,0
458,L50228,L,299.6,308.8,1753,32.9,44,0,0,0,0,0,0
459,M10140,M,299.5,308.7,1780,40.3,47,0,0,0,0,0,0
460,M10141,M,299.5,308.7,1478,49.8,50,0,0,0,0,0,0
461,M10142,M,299.5,308.7,1734,34.6,53,0,0,0,0,0,0
462,L50229,L,299.5,308.7,1829,39.6,55,0,0,0,0,0,0
463,H70092,H,299.6,308.7,1849,33.4,60,0,0,0,0,0,0
464,L50230,L,299.6,308.7,1338,40.2,62,0,0,0,0,0,0
465,M10143,M,299.6,308.8,1792,50.5,65,1,0,0,1,0,0
466,M10144,M,299.6,308.8,1731,41.1,68,0,0,0,0,0,0
467,M10145,M,299.6,308.7,1461,36.4,71,0,0,0,0,0,0
468,H70093,H,299.6,308.7,1583,39.7,76,0,0,0,0,0,0
469,L50231,L,299.6,308.8,1805,32.0,78,0,0,0,0,0,0
470,M10146,M,299.7,308.8,1734,30.1,81,0,0,0,0,0,0
471,L50232,L,299.7,308.8,1536,52.0,83,0,0,0,0,0,0
472,L50233,L,299.7,308.8,1571,56.4,85,1,0,0,1,0,0
473,L50234,L,299.7,308.8,1792,22.1,87,0,0,0,0,0,0
474,L50235,L,299.7,308.8,1568,45.8,89,0,0,0,0,0,0
475,L50236,L,299.7,308.8,1594,48.6,91,0,0,0,0,0,0
476,L50237,L,299.7,308.9,1794,27.9,93,0,0,0,0,0,0
477,L50238,L,299.6,308.8,1611,35.3,95,0,0,0,0,0,0
478,M10147,M,299.6,308.8,1558,34.2,98,0,0,0,0,0,0
479,M10148,M,299.6,308.9,1494,59.0,101,1,0,0,1,0,0
480,L50239,L,299.6,308.8,1484,56.5,103,0,0,0,0,0,0
481,L50240,L,299.6,308.8,1643,30.8,105,0,0,0,0,0,0
482,L50241,L,299.6,308.8,1570,25.4,107,0,0,0,0,0,0
483,M10149,M,299.6,308.8,1631,47.7,110,0,0,0,0,0,0
484,L50242,L,299.6,308.8,1700,45.4,112,0,0,0,0,0,0
485,L50243,L,299.7,308.9,1512,52.4,114,0,0,0,0,0,0
486,L50244,L,299.7,308.9,1646,29.4,116,0,0,0,0,0,0
487,L50245,L,299.7,308.9,1596,47.2,118,0,0,0,0,0,0
488,L50246,L,299.7,308.9,1606,32.7,120,0,0,0,0,0,0
489,M10150,M,299.7,309.0,1706,46.2,123,0,0,0,0,0,0
490,M10151,M,299.8,308.1,1572,39.6,126,0,0,0,0,0,0
491,M10152,M,299.7,309.0,1504,59.0,129,1,0,0,1,0,0
492,M10153,M,299.7,308.9,1558,44.5,132,0,0,0,0,0,0
493,M10154,M,299.7,309.0,1757,36.9,135,0,0,0,0,0,0
494,L50247,L,299.7,308.9,1622,41.4,137,0,0,0,0,0,0
495,M10155,M,299.7,308.9,1835,39.0,140,0,0,0,0,0,0
496,M10156,M,299.7,308.9,1742,28.5,143,0,0,0,0,0,0
497,L50248,L,299.7,308.9,1654,59.2,145,1,0,0,1,0,0
498,M10157,M,299.7,308.9,1538,56.0,148,1,0,0,1,0,0
499,L50249,L,299.7,308.9,1574,38.2,150,0,0,0,0,0,0
500,M10158,M,299.7,308.9,1611,47.0,153,0,0,0,0,0,0
501,M10159,M,299.7,308.9,1482,60.5,156,1,0,0,1,0,0
502,H70094,H,299.7,308.9,1406,52.4,161,0,0,0,0,0,0
503,H70095,H,299.7,308.9,1757,36.9,166,0,0,0,0,0,0
504,M10160,M,299.7,308.9,1658,39.1,169,0,0,0,0,0,0
505,M10161,M,299.7,309.0,1676,22.8,172,0,0,0,0,0,0
506,M10162,M,299.7,308.9,1644,47.7,175,0,0,0,0,0,0
507,L50250,L,299.7,309.0,1590,52.4,177,0,0,0,0,0,0
508,H70096,H,299.8,309.1,1712,52.5,182,1,0,0,1,0,0
509,L50251,L,299.8,309.0,1652,47.0,184,0,0,0,0,0,0
510,L50252,L,299.7,308.9,1618,43.5,186,0,0,0,0,0,0
511,L50253,L,299.7,309.0,1764,30.0,188,0,0,0,0,0,0
512,H70097,H,299.7,308.9,1630,43.2,193,0,0,0,0,0,0
513,L50254,L,299.7,308.9,1699,33.7,195,0,0,0,0,0,0
514,L50255,L,299.6,308.9,1733,45.3,197,0,0,0,0,0,0
515,L50256,L,299.6,308.9,1585,32.4,199,0,0,0,0,0,0
516,L50257,L,299.7,308.9,1545,45.2,201,1,1,0,0,0,0
517,L50258,L,299.7,308.9,1963,53.2,203,1,1,0,1,0,0
518,M10163,M,299.7,308.9,1606,43.8,206,0,0,0,0,0,0
519,L50259,L,299.7,308.9,1737,43.3,208,0,0,0,0,0,0
520,H70098,H,299.7,308.9,1475,49.1,213,0,0,0,0,0,0
521,H70099,H,299.7,308.9,1555,57.7,218,1,0,0,1,0,0
522,L50260,L,299.7,308.9,1606,38.9,220,0,0,0,0,0,0
523,L50261,L,299.8,309.0,1776,45.2,222,0,0,0,0,0,0
524,M10164,M,299.8,309.0,1301,55.1,225,1,1,0,0,1,0
525,L50262,L,299.8,309.0,1637,46.7,227,1,1,0,0,0,0
526,L50263,L,299.8,309.0,1841,20.0,229,1,1,0,0,0,0
527,H70100,H,299.8,309.0,1568,32.8,234,0,0,0,0,0,0
528,H70101,H,299.8,309.0,1793,47.5,239,0,0,0,0,0,0
529,M10165,M,299.8,308.9,1595,36.0,242,0,0,0,0,0,0
530,L50264,L,299.7,308.9,1688,54.4,244,1,0,0,1,1,0
531,M10166,M,299.7,308.9,1603,58.6,247,1,0,0,1,1,0
532,M10167,M,299.7,308.9,1704,34.1,250,0,0,0,0,0,0
533,L50265,L,299.8,308.9,1813,29.7,252,0,0,0,0,0,0
534,M10168,M,299.7,308.9,1758,36.4,1,0,0,0,0,0,0
535,L50266,L,299.7,308.9,2101,35.8,3,0,0,0,0,0,0
536,L50267,L,299.7,308.9,1532,55.4,5,0,0,0,0,0,0
537,M10169,M,299.7,308.9,1715,29.6,8,0,0,0,0,0,0
538,L50268,L,299.7,308.8,1602,47.4,10,0,0,0,0,0,0
539,L50269,L,299.7,308.8,1610,53.9,12,1,0,0,1,0,0
540,H70102,H,299.7,308.8,1699,48.2,17,0,0,0,0,0,0
541,H70103,H,299.7,308.8,1669,44.4,22,0,0,0,0,0,0
542,M10170,M,299.7,308.8,1675,38.4,25,0,0,0,0,0,0
543,H70104,H,299.6,308.8,1495,58.5,30,1,0,0,1,0,0
544,H70105,H,299.6,308.8,1692,37.5,35,0,0,0,0,0,0
545,L50270,L,299.7,308.8,1448,49.5,37,0,0,0,0,0,0
546,L50271,L,299.6,308.8,1586,38.4,39,0,0,0,0,0,0
547,L50272,L,299.6,308.7,1800,21.6,41,0,0,0,0,0,0
548,L50273,L,299.7,308.8,1744,37.3,43,0,0,0,0,0,0
549,M10171,M,299.7,308.8,1656,38.4,46,0,0,0,0,0,0
550,L50274,L,299.7,308.8,1676,38.6,48,0,0,0,0,0,0
551,L50275,L,299.7,308.8,1718,33.4,50,0,0,0,0,0,0
552,L50276,L,299.7,308.8,1679,46.3,52,0,0,0,0,0,0
553,L50277,L,299.7,308.8,1594,47.4,54,0,0,0,0,0,0
554,H70106,H,299.7,308.8,1577,36.9,59,0,0,0,0,0,0
555,L50278,L,299.8,308.8,1701,36.9,61,0,0,0,0,0,0
556,L50279,L,299.8,308.9,1881,29.5,63,0,0,0,0,0,0
557,L50280,L,299.7,308.8,1554,42.5,65,0,0,0,0,0,0
558,L50281,L,299.8,308.9,1567,53.8,67,0,0,0,0,0,0
559,M10172,M,299.8,308.9,1544,53.8,70,0,0,0,0,0,0
560,L50282,L,299.8,308.8,1898,34.0,72,0,0,0,0,0,0
561,L50283,L,299.7,308.8,1460,59.9,74,1,0,0,1,0,0
562,L50284,L,299.8,308.9,1654,36.4,76,0,0,0,0,0,0
563,H70107,H,299.8,308.9,1670,29.8,81,0,0,0,0,0,0
564,M10173,M,299.8,308.9,1608,26.4,84,0,0,0,0,0,0
565,M10174,M,299.8,308.9,1588,29.2,87,0,0,0,0,0,0
566,M10175,M,299.8,308.9,1684,43.3,90,0,0,0,0,0,0
567,M10176,M,299.8,308.9,1727,37.4,93,0,0,0,0,0,0
568,L50285,L,299.8,308.9,1633,33.7,95,0,0,0,0,0,0
569,L50286,L,299.8,308.9,1821,31.5,97,0,0,0,0,0,0
570,M10177,M,299.8,308.9,1504,29.1,100,0,0,0,0,0,0
571,L50287,L,299.7,308.9,1583,31.1,102,0,0,0,0,0,0
572,H70108,H,299.8,308.9,1523,50.2,107,0,0,0,0,0,0
573,L50288,L,299.8,308.9,1555,58.0,109,1,0,0,1,0,0
574,M10178,M,299.8,308.9,1512,58.7,112,1,0,0,1,0,0
575,H70109,H,299.8,308.9,1596,46.9,117,0,0,0,0,0,0
576,M10179,M,299.8,308.8,1719,35.1,120,0,0,0,0,0,0
577,H70110,H,299.7,308.8,1816,33.3,125,0,0,0,0,0,0
578,M10180,M,299.7,308.8,1683,47.6,128,0,0,0,0,0,0
579,H70111,H,299.7,308.8,1668,37.5,5,0,0,0,0,0,0
580,L50289,L,299.7,308.8,1621,44.1,18,0,0,0,0,0,0
581,L50290,L,299.7,308.9,1649,59.3,20,1,0,0,1,0,0
582,M10181,M,299.7,308.8,1808,42.2,23,0,0,0,0,0,0
583,L50291,L,299.7,308.8,1589,62.8,25,1,0,0,1,0,0
584,L50292,L,299.6,308.7,1664,28.7,27,0,0,0,0,0,0
585,H70112,H,299.6,308.7,1650,44.5,32,0,0,0,0,0,0
586,M10182,M,299.6,308.7,1686,43.1,35,0,0,0,0,0,0
587,L50293,L,299.6,308.7,1651,30.2,37,0,0,0,0,0,0
588,L50294,L,299.5,308.6,1336,48.0,39,0,0,0,0,0,0
589,L50295,L,299.5,308.6,1594,55.3,41,1,0,0,1,0,0
590,L50296,L,299.5,308.6,1640,62.0,43,1,0,0,1,0,0
591,H70113,H,299.6,308.0,1541,44.1,48,0,0,0,0,0,0
592,L50297,L,299.5,308.6,1592,21.0,50,0,0,0,0,0,0
593,L50298,L,299.5,308.6,1590,44.8,52,0,0,0,0,0,0
594,M10183,M,299.4,308.5,1614,47.4,55,0,0,0,0,0,0
595,L50299,L,299.4,308.6,1500,37.6,57,0,0,0,0,0,0
596,L50300,L,299.4,308.5,1234,42.2,59,0,0,0,0,0,0
597,M10184,M,299.5,308.6,1791,35.2,62,0,0,0,0,0,0
598,M10185,M,299.5,308.6,1705,38.7,65,0,0,0,0,0,0
599,H70114,H,299.5,308.6,1610,50.2,70,0,0,0,0,0,0
600,M10186,M,299.5,308.7,1483,53.9,73,0,0,0,0,0,0
601,L50301,L,299.5,308.6,1829,27.3,75,0,0,0,0,0,0
602,M10187,M,299.5,308.6,1639,34.9,78,0,0,0,0,0,0
603,H70115,H,299.5,308.6,1741,24.1,83,0,0,0,0,0,0
604,M10188,M,299.5,308.5,1591,58.4,86,1,0,0,1,0,0
605,H70116,H,299.4,308.5,1620,48.7,91,0,0,0,0,0,0
606,M10189,M,299.5,308.6,1888,20.0,94,0,0,0,0,0,0
607,H70117,H,299.5,308.6,1705,39.4,99,0,0,0,0,0,0
608,L50302,L,299.5,308.6,1695,37.2,101,0,0,0,0,0,0
609,M10190,M,299.5,308.6,1682,32.4,104,0,0,0,0,0,0
610,L50303,L,299.5,308.6,1635,50.4,106,0,0,0,0,0,0
611,M10191,M,299.5,308.6,1578,50.1,109,0,0,0,0,0,0
612,M10192,M,299.4,308.5,1653,42.7,112,0,0,0,0,0,0
613,H70118,H,299.4,308.5,1653,33.6,117,0,0,0,0,0,0
614,H70119,H,299.5,308.6,1638,33.7,122,0,0,0,0,0,0
615,L50304,L,299.5,308.6,1565,40.4,124,0,0,0,0,0,0
616,M10193,M,299.5,308.7,1649,35.4,127,0,0,0,0,0,0
617,M10194,M,299.5,308.7,1620,39.9,130,0,0,0,0,0,0
618,L50305,L,299.5,308.6,1786,45.6,132,0,0,0,0,0,0
619,L50306,L,299.5,308.6,1819,24.7,134,0,0,0,0,0,0
620,L50307,L,299.5,308.6,1677,32.4,136,0,0,0,0,0,0
621,M10195,M,299.5,308.6,1614,39.7,139,0,0,0,0,0,0
622,L50308,L,299.5,308.7,1624,55.7,141,1,0,0,1,0,0
623,H70120,H,299.5,308.7,1781,48.5,146,1,0,0,1,0,0
624,L50309,L,299.5,308.7,1722,40.0,148,0,0,0,0,0,0
625,H70121,H,299.5,308.7,1474,44.0,153,0,0,0,0,0,0
626,L50310,L,299.5,308.7,1733,39.0,155,0,0,0,0,0,0
627,M10196,M,299.5,308.7,1688,50.8,158,0,0,0,0,0,0
628,L50311,L,299.5,308.7,1825,44.3,160,0,0,0,0,0,0
629,M10197,M,299.5,308.8,1561,52.8,163,0,0,0,0,0,0
630,H70122,H,299.5,308.8,1733,26.4,9,0,0,0,0,0,0
631,H70123,H,299.6,308.8,1732,31.9,14,0,0,0,0,0,0
632,H70124,H,299.5,308.7,1567,42.7,19,0,0,0,0,0,0
633,L50312,L,299.5,308.7,1547,44.9,21,0,0,0,0,0,0
634,L50313,L,299.5,308.7,1561,64.0,23,1,0,0,1,0,0
635,L50314,L,299.4,308.7,1605,21.9,25,0,0,0,0,0,0
636,L50315,L,299.4,308.6,1183,39.7,27,0,0,0,0,0,0
637,M10198,M,299.4,308.6,1727,39.2,30,0,0,0,0,0,0
638,M10199,M,299.4,308.7,1682,42.4,33,0,0,0,0,0,0
639,M10200,M,299.4,308.6,1672,57.3,36,1,0,0,1,0,0
640,H70125,H,299.5,308.7,1646,48.8,41,0,0,0,0,0,0
641,M10201,M,299.5,308.7,1734,24.0,44,0,0,0,0,0,0
642,H70126,H,299.5,308.7,1686,55.3,49,1,0,0,1,0,0
643,L50316,L,299.5,308.6,1534,55.1,51,0,0,0,0,0,0
644,L50317,L,299.5,308.7,1606,42.6,53,0,0,0,0,0,0
645,M10202,M,299.5,308.7,1728,23.8,56,0,0,0,0,0,0
646,H70127,H,299.5,308.7,1698,38.5,61,0,0,0,0,0,0
647,L50318,L,299.5,308.6,1620,44.7,63,0,0,0,0,0,0
648,M10203,M,299.4,308.6,1465,50.0,66,0,0,0,0,0,0
649,M10204,M,299.4,308.6,1718,22.3,69,0,0,0,0,0,0
650,L50319,L,299.3,308.5,1687,32.3,71,0,0,0,0,0,0
651,L50320,L,299.4,308.5,1603,51.0,73,0,0,0,0,0,0
652,H70128,H,299.4,308.5,1531,55.0,78,0,0,0,0,0,0
653,M10205,M,299.4,308.5,1673,44.3,81,0,0,0,0,0,0
654,L50321,L,299.4,308.5,1445,51.5,83,0,0,0,0,0,0
655,H70129,H,299.4,308.5,1664,44.6,88,0,0,0,0,0,0
656,L50322,L,299.4,308.5,1761,49.6,90,1,0,0,1,0,0
657,H70130,H,299.3,308.4,1588,41.5,95,0,0,0,0,0,0
658,L50323,L,299.3,308.4,1630,44.8,97,0,0,0,0,0,0
659,M10206,M,299.3,308.4,1691,27.8,100,0,0,0,0,0,0
660,L50324,L,299.3,308.4,1592,47.2,102,0,0,0,0,0,0
661,L50325,L,299.4,308.5,1623,27.5,104,0,0,0,0,0,0
662,H70131,H,299.4,308.5,1792,47.2,109,0,0,0,0,0,0
663,L50326,L,299.4,308.5,1708,35.6,111,0,0,0,0,0,0
664,L50327,L,299.4,308.5,1570,43.7,113,0,0,0,0,0,0
665,L50328,L,299.4,308.5,1629,30.5,115,0,0,0,0,0,0
666,M10207,M,299.3,308.5,1682,35.0,118,0,0,0,0,0,0
667,H70132,H,299.3,308.4,1436,43.7,123,0,0,0,0,0,0
668,H70133,H,299.3,308.4,1706,47.5,128,0,0,0,0,0,0
669,L50329,L,299.3,308.4,1547,50.9,130,0,0,0,0,0,0
670,L50330,L,299.2,308.4,1745,28.5,132,0,0,0,0,0,0
671,L50331,L,299.2,308.4,1767,25.0,134,0,0,0,0,0,0
672,M10208,M,299.2,308.4,1788,30.2,137,1,0,0,0,0,1
673,H70134,H,299.3,307.4,1750,29.3,142,0,0,0,0,0,0
674,M10209,M,299.2,307.7,1635,55.7,145,1,0,0,1,0,0
675,M10210,M,299.2,308.4,1672,53.4,148,1,0,0,1,0,0
676,L50332,L,299.2,308.3,1672,30.0,150,0,0,0,0,0,0
677,H70135,H,299.2,308.4,1755,57.1,155,1,0,0,1,0,0
678,L50333,L,299.2,308.4,1615,52.8,157,0,0,0,0,0,0
679,L50334,L,299.2,308.3,1732,23.7,159,0,0,0,0,0,0
680,L50335,L,299.2,308.4,1628,29.7,161,0,0,0,0,0,0
681,L50336,L,299.2,307.6,1718,23.4,163,0,0,0,0,0,0
682,L50337,L,299.2,308.4,1691,39.1,165,0,0,0,0,0,0
683,L50338,L,299.2,308.3,1658,40.2,167,0,0,0,0,0,0
684,L50339,L,299.2,308.3,1814,40.2,169,0,0,0,0,0,0
685,M10211,M,299.2,308.3,1720,19.7,172,0,0,0,0,0,0
686,L50340,L,299.2,308.3,1785,25.7,174,0,0,0,0,0,0
687,L50341,L,299.2,308.3,1535,42.6,176,0,0,0,0,0,0
688,H70136,H,299.2,308.3,1814,46.2,181,0,0,0,0,0,0
689,M10212,M,299.2,308.4,1648,19.8,184,1,0,0,1,0,0
690,M10213,M,299.2,308.4,1903,27.2,187,0,0,0,0,0,0
691,L50342,L,299.3,307.5,1585,50.2,189,0,0,0,0,0,0
692,H70137,H,299.3,308.5,1513,27.8,194,0,0,0,0,0,0
693,L50343,L,299.3,308.4,1772,39.9,196,0,0,0,0,0,0
694,L50344,L,299.3,308.5,1726,26.8,198,0,0,0,0,0,0
695,H70138,H,299.3,308.5,1566,48.3,203,0,0,0,0,0,0
696,M10214,M,299.4,308.6,1813,19.8,206,0,0,0,0,0,0
697,M10215,M,299.4,308.6,1726,37.0,209,0,0,0,0,0,0
698,M10216,M,299.5,308.6,1638,49.4,212,0,0,0,0,0,0
699,M10217,M,299.5,308.6,1720,46.1,215,0,0,0,0,0,0
700,L50345,L,299.5,308.6,1697,35.4,217,0,0,0,0,0,0
701,L50346,L,299.5,308.6,1745,33.0,219,0,0,0,0,0,0
702,L50347,L,299.5,308.6,1615,37.7,221,0,0,0,0,0,0
703,L50348,L,299.5,308.7,1786,27.1,223,0,0,0,0,0,0
704,H70139,H,299.5,308.7,1609,39.0,228,0,0,0,0,0,0
705,L50349,L,299.5,308.7,1553,39.2,230,1,1,0,0,0,0
706,M10218,M,299.5,308.7,1653,35.8,233,0,0,0,0,0,0
707,M10219,M,299.5,308.7,1573,50.0,236,0,0,0,0,0,0
708,M10220,M,299.5,308.7,1789,29.3,239,0,0,0,0,0,0
709,L50350,L,299.5,308.8,1608,23.0,241,0,0,0,0,0,0
710,L50351,L,299.5,308.7,1776,34.7,243,0,0,0,0,0,0
711,H70140,H,299.5,308.8,1587,41.2,248,0,0,0,0,0,0
712,M10221,M,299.5,308.8,1434,38.9,251,0,0,0,0,0,0
713,H70141,H,299.6,308.8,1549,38.5,16,0,0,0,0,0,0
714,H70142,H,299.6,308.8,1681,28.7,21,0,0,0,0,0,0
715,M10222,M,299.5,308.8,1741,30.2,24,0,0,0,0,0,0
716,L50352,L,299.5,308.7,1663,35.1,26,0,0,0,0,0,0
717,M10223,M,299.6,308.8,1571,34.3,29,0,0,0,0,0,0
718,L50353,L,299.6,308.8,1523,51.0,31,0,0,0,0,0,0
719,M10224,M,299.6,308.9,1529,42.6,34,0,0,0,0,0,0
720,H70143,H,299.6,308.9,1701,34.7,39,0,0,0,0,0,0
721,M10225,M,299.6,308.9,1585,51.0,42,0,0,0,0,0,0
722,L50354,L,299.6,308.9,1682,44.5,44,0,0,0,0,0,0
723,L50355,L,299.6,308.9,1561,26.4,46,0,0,0,0,0,0
724,H70144,H,299.6,308.9,1771,7.6,51,1,0,0,1,0,0
725,L50356,L,299.6,308.9,1902,26.7,53,0,0,0,0,0,0
726,L50357,L,299.6,308.9,1677,45.9,55,0,0,0,0,0,0
727,L50358,L,299.6,308.9,1577,48.9,57,0,0,0,0,0,0
728,L50359,L,299.6,308.9,1647,23.4,59,0,0,0,0,0,0
729,L50360,L,299.6,308.9,1715,46.6,61,0,0,0,0,0,0
730,M10226,M,299.7,308.9,1756,46.2,64,0,0,0,0,0,0
731,L50361,L,299.6,308.9,1474,54.0,66,0,0,0,0,0,0
732,L50362,L,299.6,308.9,1506,49.5,68,0,0,0,0,0,0
733,L50363,L,299.6,308.9,1605,53.5,70,0,0,0,0,0,0
734,L50364,L,299.6,308.9,1658,44.9,72,0,0,0,0,0,0
735,L50365,L,299.6,308.9,1670,44.5,74,0,0,0,0,0,0
736,M10227,M,299.6,308.9,1833,36.6,77,0,0,0,0,0,0
737,L50366,L,299.6,308.9,1520,48.2,79,0,0,0,0,0,0
738,L50367,L,299.6,308.9,1723,26.7,81,0,0,0,0,0,0
739,L50368,L,299.7,309.0,1722,38.6,83,0,0,0,0,0,0
740,L50369,L,299.7,309.0,1686,45.4,85,0,0,0,0,0,0
741,L50370,L,299.7,309.0,1518,54.1,87,0,0,0,0,0,0
742,L50371,L,299.7,309.0,1620,35.2,89,0,0,0,0,0,0
743,H70145,H,299.7,309.0,1558,49.7,94,0,0,0,0,0,0
744,L50372,L,299.7,309.0,1814,38.0,96,0,0,0,0,0,0
745,M10228,M,299.7,309.0,1511,49.9,99,0,0,0,0,0,0
746,L50373,L,299.7,309.0,1662,32.0,101,0,0,0,0,0,0
747,L50374,L,299.6,308.9,1682,47.3,103,0,0,0,0,0,0
748,L50375,L,299.6,308.9,1557,39.0,105,0,0,0,0,0,0
749,M10229,M,299.6,308.9,1735,28.1,108,0,0,0,0,0,0
750,H70146,H,299.6,308.8,1487,38.5,113,0,0,0,0,0,0
